,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
IL-SF001-N-B.jpg,643,358,617,979,1040,267,851,170,1113,551,383,429,512,1168,766,1030,841,1243,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
IN-MG638-E-A.jpg,341,864,1192,1839,1379,435,932,1521,1012,280,821,1801,1222,334,1089,1548,1320,908,598,190,739,244,618,646,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MN-SD003-S-A.jpg,1230,1864,664,226,314,864,1026,625,656,1866,1028,1639,619,646,789,1582,1151,1040,965,136,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MO-MG404-S-A.jpg,350,383,875,1435,993,580,462,1151,545,114,780,1096,285,767,840,269,450,1425,832,1671,445,1580,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MB-MG518-N-A.jpg,854,545,985,947,729,283,319,726,253,1109,449,384,525,259,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MN-SD001-N-B.jpg,973,172,510,683,1040,734,708,1087,992,1076,1106,381,1032,1263,865,797,760,327,538,412,1081,194,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
IL-SF001-E-B.jpg,522,1105,965,1176,987,247,702,935,1286,421,434,370,680,230,967,913,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
IL-MG603-E-B.jpg,492,574,579,534,671,490,920,690,850,1091,470,1138,731,456,462,1407,824,497,393,776,688,1302,887,567,915,876,634,1465,1,1,1,1,1,1,1,1,1,1
MB-MG530-S-B.jpg,843,341,411,275,496,1240,325,404,718,983,626,148,533,1006,297,633,937,506,489,150,735,235,769,1229,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MB-MG518-S-A.jpg,746,1176,372,447,777,1445,417,1260,632,467,278,597,450,372,372,1426,309,829,561,406,837,957,708,707,1,1,1,1,1,1,1,1,1,1,1,1,1,1
